pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-15,2-0,0-0,,618059,1.0,618059.0,17,,8,Deuce,Gianluca Ballotta,Far,,,,,,,,,,126.7907917759625,-378.5163112,Down the Line,Backhand,1.0,,,,,,,,,55.022419072587496,-197.773808,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,3,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-0,3-0,0-0,1.0,711150,1.0,718880.0,18,,1,Deuce,Ruining Huang,Far,0.0,T,30.20250437443759,217.76154855631793,0.0,Wide,131.50059601917965,28.838445975488163,,-27.62335958,427.3696741030163,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,True,,Gianluca Ballotta,Ruining Huang,,,1,Gianluca Ballotta,,Double Fault,Wide,
0-15,3-0,0-0,1.0,741179,,,19,,1,Ad,Ruining Huang,Far,1.0,Body,-85.0898458,-219.7236385,,,,,,43.13577755903284,459.06737204700687,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
0-15,3-0,0-0,,742210,,,19,,2,Ad,Ruining Huang,Far,,,,,,,,,,-141.2939742,-528.9308782,Down the Line,Forehand,,,,,,,,,,-132.544357,309.02466097971785,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,3-0,0-0,,743580,,,19,,3,Deuce,Ruining Huang,Far,,,,,,,,,,-116.6236056,532.0318842954381,Crosscourt,Backhand,,,,,,,,,,73.96019794,-389.9573764,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-15,3-0,0-0,,745080,,,19,,4,Deuce,Ruining Huang,Far,,,,,,,,,,84.77639982497807,-485.5708005,Down the Line,Forehand,,,,,,,,,,106.20505796144997,338.9217957128608,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
0-15,3-0,0-0,,746609,,,19,,5,Ad,Ruining Huang,Far,,,,,,,,,,94.64453193345943,579.2793963,Crosscourt,Forehand,,,,,,,,,,-86.59904856,-335.0245626,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-15,3-0,0-0,,747979,,,19,,6,Ad,Ruining Huang,Far,,,,,,,,,,-109.5962762,-518.464638,Crosscourt,Forehand,,,,,,,,,,1.522255030620386,335.37161526666836,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,3-0,0-0,,749450,,,19,,7,Ad,Ruining Huang,Far,,,,,,,,,,17.381419510052265,447.1059765964444,Down the Line,Forehand,,,,,,,,,,96.24429680659946,-238.8798994,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-15,3-0,0-0,,750559,1.0,750559.0,19,,8,Deuce,Ruining Huang,Far,,,,,,,,,,107.1292432195422,-571.692886,Down the Line,Backhand,1.0,,,,,,,,,48.70530949253827,-237.4179681,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Ruining Huang,1,,,
15-15,3-0,0-0,1.0,771250,,,20,,1,Deuce,Ruining Huang,Far,0.0,T,34.59461395448781,16.27898075239754,1.0,Body,104.01262029740909,-144.3036144,,-30.22122157,451.29246500414126,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,Body,
15-15,3-0,0-0,,781260,,,20,,2,Deuce,Ruining Huang,Far,,,,,,,,,,159.98368328950613,-477.1978237,Crosscourt,Backhand,,,,,,,,,,-25.19238298,348.6549267277289,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-15,3-0,0-0,,782750,,,20,,3,Deuce,Ruining Huang,Far,,,,,,,,,,-33.52930337,479.4017443129632,Down the Line,Forehand,,,,,,,,,,-136.2284668,-299.7823108,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,1.0,,,,,,Short
15-15,3-0,0-0,,784059,1.0,784059.0,20,,4,Ad,Ruining Huang,Far,,,,,,,,,,-146.9756562,-528.3328084,Crosscourt,Forehand,,,,,,,,,,29.810055774262818,275.8412620296038,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Gianluca Ballotta,,,,Short
15-30,3-0,0-0,1.0,810340,,,21,,1,Ad,Ruining Huang,Far,1.0,Body,-76.57807852,-208.2555118,,,,,,43.09841972876164,474.01911636021,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
15-30,3-0,0-0,,811109,,,21,,2,Ad,Ruining Huang,Far,,,,,,,,,,-155.348633,-498.4293198,Crosscourt,Forehand,,,,,,,,,,25.541694006985928,340.0107612,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-30,3-0,0-0,,812809,,,21,,3,Ad,Ruining Huang,Far,,,,,,,,,,41.64062226594524,459.66544181953503,Crosscourt,Forehand,,,,,,,,,,-49.84575678,-333.6468395,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
15-30,3-0,0-0,,813739,,,21,,4,Ad,Ruining Huang,Far,,,,,,,,,,-54.94766514,-553.7507929,Down the Line,Forehand,,,,,,,,,,-95.00980424,306.3551454504104,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-30,3-0,0-0,,815280,,,21,,5,Deuce,Ruining Huang,Far,,,,,,,,,,-75.84271107,465.64613954481626,Crosscourt,Backhand,,,,,,,,,,74.10101706032917,-350.4835466,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
15-30,3-0,0-0,,816479,,,21,,6,Deuce,Ruining Huang,Far,,,,,,,,,,85.82303149601866,-533.7154364,Crosscourt,Backhand,,,,,,,,,,-18.09194554,242.74987970241173,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-30,3-0,0-0,,817840,,,21,,7,Deuce,Ruining Huang,Far,,,,,,,,,,-28.44569116,458.4693022744787,Down the Line,Forehand,,,,,,,,,,-146.8951225,-445.4747485,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,1.0,,,,,,Deep
15-30,3-0,0-0,,819159,,,21,,8,Ad,Ruining Huang,Far,,,,,,,,,,-147.3494259,-546.5739556,Crosscourt,Forehand,,,,,,,,,,105.9277449693241,315.4852308,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-30,3-0,0-0,,820580,,,21,,9,Ad,Ruining Huang,Far,,,,,,,,,,129.25782480308283,521.8646981624601,Down the Line,Forehand,,,,,,,,,,92.13432305332071,-403.9122102,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
15-30,3-0,0-0,,821859,1.0,821859.0,21,,10,Deuce,Ruining Huang,Far,,,,,,,,,,101.14854549426096,-537.9019248,Down the Line,Backhand,,,,,,,,,,21.54919073,-35.75308946,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Ruining Huang,1,,,
30-30,3-0,0-0,1.0,843210,,,22,,1,Deuce,Ruining Huang,Far,1.0,T,30.372451880999183,-195.9325951,,,,,,-32.14625984,477.6075349953788,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,T,
30-30,3-0,0-0,,844109,,,22,,2,Deuce,Ruining Huang,Far,,,,,,,,,,32.05278871,-555.5450022,Down the Line,Forehand,,,,,,,,,,47.70947069113896,387.5623414258716,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Deep
30-30,3-0,0-0,,845609,,,22,,3,Ad,Ruining Huang,Far,,,,,,,,,,50.20046478562586,472.22490704262566,Down the Line,Forehand,,,,,,,,,,82.65860126854872,-325.963528,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-30,3-0,0-0,,846979,,,22,,4,Deuce,Ruining Huang,Far,,,,,,,,,,78.19763232716869,-492.448622,Down the Line,Backhand,,,,,,,,,,83.66270778648345,293.4523403323068,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,3-0,0-0,,848179,,,22,,5,Ad,Ruining Huang,Far,,,,,,,,,,76.51553477686336,487.1766513558288,Crosscourt,Forehand,,,,,,,,,,-41.90346675,-337.0700186,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-30,3-0,0-0,,849510,,,22,,6,Ad,Ruining Huang,Far,,,,,,,,,,-73.07666229,-518.763692,Crosscourt,Forehand,,,,,,,,,,87.11424978123233,311.46233595784435,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,3-0,0-0,,850780,,,22,,7,Ad,Ruining Huang,Far,,,,,,,,,,121.33340988620154,524.2569772525725,Crosscourt,Forehand,,,,,,,,,,-61.32770122,-349.2758476,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-30,3-0,0-0,,852239,,,22,,8,Ad,Ruining Huang,Far,,,,,,,,,,-80.58991142,-542.6864829,Down the Line,Forehand,,,,,,,,,,-113.3601542,302.4185640855831,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,3-0,0-0,,853780,,,22,,9,Deuce,Ruining Huang,Far,,,,,,,,,,-80.81417323,472.82297681515377,Crosscourt,Backhand,,,,,,,,,,13.516912729651809,-206.9401028,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-30,3-0,0-0,,854880,,,22,,10,Deuce,Ruining Huang,Far,,,,,,,,,,30.89404527557459,-537.303855,Crosscourt,Forehand,,,,,,,,,,-97.94794401,267.80894575664206,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
30-30,3-0,0-0,,856340,1.0,856340.0,22,,11,Deuce,Ruining Huang,Far,,,,,,,,,,-143.9853073,563.7295822394287,Crosscourt,Backhand,,,,,,,,,,56.08926071738134,-468.0119313,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
30-40,3-0,0-0,1.0,889340,,,23,1.0,1,Ad,Ruining Huang,Far,1.0,Body,-73.92972988,-215.6422955,,,,,,49.34073709533759,464.45,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
30-40,3-0,0-0,,890479,,,23,1.0,2,Ad,Ruining Huang,Far,,,,,,,,,,-132.6967356,-516.9694827,Down the Line,Forehand,,,,,,,,,,-30.40437445,309.29068241453837,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,3-0,0-0,,891780,,,23,1.0,3,Deuce,Ruining Huang,Far,,,,,,,,,,-28.726028,476.4113954503225,Down the Line,Backhand,,,,,,,,,,-23.30994641,-345.5796041,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-40,3-0,0-0,,893140,,,23,1.0,4,Ad,Ruining Huang,Far,,,,,,,,,,-18.98872485,-574.9822507,Crosscourt,Forehand,,,,,,,,,,106.37868000869396,427.0429079175397,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,3-0,0-0,,894340,,,23,1.0,5,Ad,Ruining Huang,Far,,,,,,,,,,119.9877624671296,523.0608377075163,Down the Line,Forehand,,,,,,,,,,31.826230314944187,-254.1762084,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-40,3-0,0-0,,895679,,,23,1.0,6,Ad,Ruining Huang,Far,,,,,,,,,,-14.08267717,-528.6318241,Down the Line,Forehand,,,,,,,,,,-82.16919838,385.2453138668176,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,3-0,0-0,,897380,,,23,1.0,7,Deuce,Ruining Huang,Far,,,,,,,,,,-105.0360182,578.6813265526318,Crosscourt,Backhand,,,,,,,,,,28.955495406809188,-288.2418034,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-40,3-0,0-0,,898640,,,23,1.0,8,Deuce,Ruining Huang,Far,,,,,,,,,,32.07150590549524,-512.1849245,Down the Line,Forehand,,,,,,,,,,58.36399278212208,248.625738188848,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
30-40,3-0,0-0,,899909,,,23,1.0,9,Ad,Ruining Huang,Far,,,,,,,,,,51.77041229218673,512.2955818,Crosscourt,Forehand,,,,,,,,,,-74.47937992,-331.4895396,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
30-40,3-0,0-0,,901280,,,23,1.0,10,Ad,Ruining Huang,Far,,,,,,,,,,-101.5223535,-530.7250875,Down the Line,Forehand,,,,,,,,,,-99.96503718,369.88048993856665,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,3-0,0-0,,902580,1.0,902580.0,23,1.0,11,Deuce,Ruining Huang,Far,,,,,,,,,,-98.68151247,520.6685586174037,Crosscourt,Backhand,,,,,,,,,,37.16365376201055,-468.0242946,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
40-40,3-0,0-0,1.0,935609,,,24,1.0,1,Deuce,Ruining Huang,Far,1.0,Wide,121.48245844263192,-194.6977198,,,,,,-34.31423885,478.2056047679069,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Wide,
40-40,3-0,0-0,,936960,,,24,1.0,2,Deuce,Ruining Huang,Far,,,,,,,,,,127.08980752399384,-388.0854276,Down the Line,Backhand,1.0,,,,,,,,,71.49913604545738,328.45207239703063,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,3-0,0-0,,939909,,,24,1.0,3,Ad,Ruining Huang,Far,,,,,,,,,,41.93963801397659,470.4306977250413,Down the Line,Forehand,,,,,,,,,,98.74646762899536,-182.2603565,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
40-40,3-0,0-0,,941380,,,24,1.0,4,Deuce,Ruining Huang,Far,,,,,,,,,,106.53117344701408,-506.5032426,Crosscourt,Backhand,,,,,,,,,,-107.4341918,348.3348972001701,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,3-0,0-0,,942710,,,24,1.0,5,Deuce,Ruining Huang,Far,,,,,,,,,,-145.9290245,542.1990704284162,Down the Line,Backhand,,,,,,,,,,-24.87985564,-296.3264818,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
40-40,3-0,0-0,,944039,,,24,1.0,6,Ad,Ruining Huang,Far,,,,,,,,,,-6.947905731,-555.5450022,Down the Line,Forehand,,,,,,,,,,-75.35679134,247.71299759392284,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,3-0,0-0,,945510,,,24,1.0,7,Deuce,Ruining Huang,Far,,,,,,,,,,-117.7449913,548.7778379262256,Crosscourt,Backhand,,,,,,,,,,39.95305118108172,-301.0493384,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
40-40,3-0,0-0,,946840,,,24,1.0,8,Deuce,Ruining Huang,Far,,,,,,,,,,56.59236657914837,-552.8536691,Crosscourt,Forehand,,,,,,,,,,-138.1802986,308.7659120733313,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
40-40,3-0,0-0,,948280,,,24,1.0,9,Deuce,Ruining Huang,Far,,,,,,,,,,-158.3389818,539.8067913383038,Crosscourt,Backhand,,,,,,,,,,145.9967738406945,-317.5224573,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
40-40,3-0,0-0,,950460,1.0,950460.0,24,1.0,10,Deuce,Ruining Huang,Far,,,,,,,,,,72.81500437441558,-182.7721511,Down the Line,Backhand,,,,,,,1,,,16.666951006115625,513.8831747591396,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,4,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Ruining Huang,1,,,Long
0-0,1-3,0-0,1.0,979979,,,25,,1,Deuce,Gianluca Ballotta,Near,1.0,T,-40.68451444,178.5279035432149,,,,,,25.324513342069157,-448.1914589,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,1.0,5,True,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,T,
0-0,1-3,0-0,,980909,1.0,980909.0,25,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-54.64861111,497.9419073,Down the Line,Forehand,,,,,,,,,,-143.3439851,-457.5426673,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,1.0,,Gianluca Ballotta,1,,,Long
0-15,1-3,0-0,1.0,1005340,,,26,,1,Ad,Gianluca Ballotta,Near,0.0,T,21.119346019236684,-153.4695647,1.0,T,36.164523184583246,129.61322178470996,,-50.49951881,-474.5065289,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,2nd Serve In,T,
0-15,1-3,0-0,,1020940,,,26,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,70.19842519681413,452.48860454919753,Crosscourt,Backhand,,,,,,,,,,-146.4140256,-350.7296643,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,Deep
0-15,1-3,0-0,,1022679,,,26,,3,Ad,Gianluca Ballotta,Near,,,,,,,,,,-150.9378445,-490.056343,Crosscourt,Forehand,,,,,,,,,,101.54849628166232,323.7886209534636,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-15,1-3,0-0,,1023940,1.0,1023940.0,26,,4,Ad,Gianluca Ballotta,Near,,,,,,,,,,140.09783464559692,499.1380468063912,Down the Line,Forehand,,,,,,,,,,173.56972331574588,-431.4098699,,,1.0,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
15-15,1-3,0-0,1.0,1042339,,,27,,1,Deuce,Gianluca Ballotta,Near,0.0,Body,-93.74744641,-5.251531059,1.0,Body,-99.81633311,210.2422517496727,,35.454341644776086,-446.0981955,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,1.0,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,2nd Serve In,Body,
15-15,1-3,0-0,,1055060,,,27,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-140.4716426,494.35348862616627,Crosscourt,Forehand,,,,,,,,,,18.63198818896675,-210.5982994,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,Short
15-15,1-3,0-0,,1056439,,,27,,3,Deuce,Gianluca Ballotta,Near,,,,,,,,,,76.17912292209539,-466.1335521,Down the Line,Backhand,,,,,,,,,,100.5622648730889,292.5279254154219,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
15-15,1-3,0-0,,1057839,,,27,,4,Ad,Gianluca Ballotta,Near,,,,,,,,,,98.98056649,539.8067913383038,Crosscourt,Forehand,,,,,,,,,,-94.64510608,-278.6117892,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
