pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-30,1-5,0-0,,1621369,,,39,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-1.860810367,-541.7893974,Down the Line,Forehand,,,,,,,,,,-88.70842629,359.3225010934277,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-30,1-5,0-0,,1622900,,,39,,3,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-96.5882874,489.5689304459413,Crosscourt,Backhand,,,,,,,,,,119.69276574796966,-296.2217957,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-30,1-5,0-0,,1624400,,,39,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,156.0962106298406,-515.7733432,Crosscourt,Backhand,,,,,,,,,,-59.2467629,303.2224464127917,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-30,1-5,0-0,,1625670,,,39,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-117.2216754,512.2955818,Crosscourt,Backhand,,,,,,,,,,72.33046259838784,-341.2747266,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-30,1-5,0-0,,1627150,,,39,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,96.28923337702813,-513.6800798,Crosscourt,Backhand,,,,,,,,,,-53.03904746,341.16475831128486,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-30,1-5,0-0,,1628439,,,39,,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-91.0561133,477.0094652228506,Down the Line,Backhand,1.0,,,,,,,,,-4.052023185,-376.9504593,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-30,1-5,0-0,,1630239,,,39,,8,Ad,Gianluca Ballotta,Far,,,,,,,,,,-7.653417542,-533.7154364,Down the Line,Forehand,,,,,,,,,,-118.707185,389.0005030619163,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-30,1-5,0-0,,1631800,,,39,,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-131.9491579,563.7295822394287,Crosscourt,Backhand,,,,,,,,,,1.191737751530443,-271.7993056,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-30,1-5,0-0,,1632939,,,39,,10,Deuce,Gianluca Ballotta,Far,,,,,,,,,,12.708973097106297,-471.217126,Down the Line,Forehand,,,,,,,,,,50.79868766401576,326.80610783010235,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,1.0,,,,,,Short
30-30,1-5,0-0,,1634300,,,39,,11,Ad,Gianluca Ballotta,Far,,,,,,,,,,65.67552493434927,556.5527449690912,Down the Line,Forehand,,,,,,,,,,64.13975831142794,-406.2754374,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-30,1-5,0-0,,1635770,,,39,,12,Deuce,Gianluca Ballotta,Far,,,,,,,,,,53.041305774250816,-507.4003664,Crosscourt,Backhand,,,,,,,,,,-65.82576006,350.2737915571244,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-30,1-5,0-0,,1637170,1.0,1637170.0,39,,13,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-72.40383858,515.8840004371788,Down the Line,Forehand,,,,,,,,,,-148.6485291,-426.5637631,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,1.0,,Gianluca Ballotta,,,,Deep
40-30,1-5,0-0,1.0,1668670,,,40,,1,Ad,Gianluca Ballotta,Far,1.0,Body,-96.56999125,-189.5532098,,,,,,75.84271107,479.99981408549127,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Body,
40-30,1-5,0-0,,1669670,,,40,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-164.0206255,-451.1818077,Down the Line,Forehand,,,,,,,,,,-0.360908793,399.9602416883323,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
40-30,1-5,0-0,,1671150,,,40,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,36.89342191599144,470.4306977250413,Down the Line,Forehand,,,,,,,,,,66.65903871387633,-182.8720527,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
40-30,1-5,0-0,,1672569,,,40,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,62.53566819769298,-510.3907152,Crosscourt,Backhand,,,,,,,,,,-98.80039917,326.1297244092803,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
40-30,1-5,0-0,,1673839,,,40,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-137.0327318,517.08014,Down the Line,Backhand,,,,,,,,,,-72.23239829,-359.0000601,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
40-30,1-5,0-0,,1675040,,,40,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-69.67510936,-532.8183508,Down the Line,Forehand,,,,,,,,,,-9.402652012,213.9841207347976,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
40-30,1-5,0-0,,1676599,,,40,,7,Ad,Gianluca Ballotta,Far,,,,,,,,,,33.41715332456717,433.3503718282975,Down the Line,Forehand,,,,,,,,,,84.10376749776934,-283.9641021,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
40-30,1-5,0-0,,1677849,,,40,,8,Deuce,Gianluca Ballotta,Far,,,,,,,,,,89.11239610669062,-521.1559711,Down the Line,Backhand,,,,,,,,,,48.0322944,453.77744969355393,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
40-30,1-5,0-0,,1679199,,,40,,9,Ad,Gianluca Ballotta,Far,,,,,,,,,,48.10723972001015,509.9033027118975,Down the Line,Forehand,,,,,,,,,,105.14368985121428,-223.9036581,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
40-30,1-5,0-0,,1681069,,,40,,10,Deuce,Gianluca Ballotta,Far,,,,,,,,,,74.08589785647966,-294.0389654,Crosscourt,Forehand,,,,,,,,,,-78.92966973,428.2844433506098,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,Deep
40-30,1-5,0-0,,1682969,,,40,,11,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-86.27155512,437.5368602359944,Crosscourt,Backhand,,,,,,,,,,66.06184930005337,-276.5299322,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
40-30,1-5,0-0,,1684469,,,40,,12,Deuce,Gianluca Ballotta,Far,,,,,,,,,,86.19680118105782,-503.213878,Crosscourt,Backhand,,,,,,,,,,-89.52474847,305.09718941366566,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
40-30,1-5,0-0,,1685770,1.0,1685770.0,40,,13,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-136.2851542,499.1380468063912,Down the Line,Backhand,1.0,,,,,,,,,-102.1951772,11.49442257217254,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,Ruining Huang,1,,,
40-40,1-5,0-0,1.0,1709199,,,41,1.0,1,Deuce,Gianluca Ballotta,Far,1.0,Wide,110.3566382326639,-157.7731026,,,,,,-12.27912839,435.7426509,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Wide,
40-40,1-5,0-0,,1710300,,,41,1.0,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,156.5447725283531,-461.3489939,Down the Line,Backhand,,,,,,,,,,122.15574146975318,334.4520997,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
40-40,1-5,0-0,,1711069,,,41,1.0,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,122.15574146975318,380.7202318458225,Down the Line,,,1.0,,,,,,,,66.46547462813714,-329.9032098,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
40-40,1-5,0-0,,1712369,1.0,1712369.0,41,1.0,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,48.44365157477812,-418.2879703,Crosscourt,Backhand,,,,,,,,,,-31.88460192,-243.0400153,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-0,0-0,1-0,1.0,1864630,,,42,,1,Deuce,Ruining Huang,Far,1.0,Body,53.62123250215952,-170.435876,,,,,,-36.01501531,469.2345582,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,True,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
0-0,0-0,1-0,,1865650,,,42,,2,Deuce,Ruining Huang,Far,,,,,,,,,,99.42909011368442,-523.2491962,Crosscourt,Forehand,,,,,,,,,,-153.6598753,437.3699748466682,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Deep
0-0,0-0,1-0,,1867030,1.0,1867030.0,42,,3,Deuce,Ruining Huang,Far,,,,,,,,,,-156.5447725,569.71028,Down the Line,Backhand,,,,,,,,,,-60.62930884,149.0479440069221,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-15,0-0,1-0,1.0,1891069,,,43,,1,Ad,Ruining Huang,Far,1.0,Body,-57.48922244,-215.7305993,,,,,,51.658262248442256,484.1863024931881,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
0-15,0-0,1-0,,1891869,,,43,,2,Ad,Ruining Huang,Far,,,,,,,,,,-110.3438539,-516.3714129,Down the Line,Backhand,,,,,,,,,,-50.275257,278.89974300073084,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
0-15,0-0,1-0,,1893770,1.0,1893770.0,43,,3,Deuce,Ruining Huang,Far,,,,,,,,,,-23.21257108,462.0577209096475,Crosscourt,Forehand,,,,,,,,,,125.73267716528936,-491.8239119,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,1.0,,,Gianluca Ballotta,1,,,Long
0-30,0-0,1-0,1.0,1909770,,,44,,1,Deuce,Ruining Huang,Far,0.0,T,35.52909558178392,23.75483377076636,1.0,Body,57.28972550303252,-105.2203959,,-28.27750437,432.17804024474606,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,Body,
0-30,0-0,1-0,,1919270,,,44,,2,Deuce,Ruining Huang,Far,,,,,,,,,,79.69278762,-473.3103893,Crosscourt,Forehand,,,,,,,,,,-29.87956584,352.6408081800453,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Deep
0-30,0-0,1-0,,1920900,,,44,,3,Deuce,Ruining Huang,Far,,,,,,,,,,-60.81621282,507.5110236,Down the Line,Backhand,,,,,,,,,,-1.651706037,-454.7868001,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,0-0,1-0,,1922369,,,44,,4,Ad,Ruining Huang,Far,,,,,,,,,,-9.737341426,-533.1173666,Down the Line,Forehand,,,,,,,,,,-50.73392388,331.34799321942637,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,0-0,1-0,,1925829,,,44,,5,Ad,Ruining Huang,Far,,,,,,,,,,81.18798118980932,189.33790463682251,Down the Line,Forehand,,,,,,,,1,,112.89731517929428,-329.1413167,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-30,0-0,1-0,,1926000,,,44,,6,Ad,Ruining Huang,Far,,,,,,,,,,,,Crosscourt,Forehand,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,
0-30,0-0,1-0,,1928000,,,44,,7,Ad,Ruining Huang,Far,,,,,,,,,,,,Crosscourt,Forehand,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,
0-30,0-0,1-0,,1927069,,,44,,8,Deuce,Ruining Huang,Far,,,,,,,,,,60.47980096234846,-571.0948163,Crosscourt,Backhand,1.0,,,,,,,,,-86.942465,349.2614938755851,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-30,0-0,1-0,,1928630,,,44,,9,Deuce,Ruining Huang,Far,,,,,,,,,,-107.2039972,594.8292104108913,Down the Line,Backhand,1.0,,,,,,,,,-3.686712598,-441.9689687,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,0-0,1-0,,1930729,,,44,,10,Deuce,Ruining Huang,Far,,,,,,,,,,1.0927548118979482,-431.4455052,Down the Line,Forehand,,,,,,,,,,134.42920494306264,431.7381671,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Deep
0-30,0-0,1-0,,1933130,1.0,1933130.0,44,,11,Deuce,Ruining Huang,Far,,,,,,,,,,45.49069881887414,-69.91230862,Crosscourt,Backhand,,,,,,,,1,,-94.47159886,399.8343121170288,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,Ruining Huang,,,,
0-40,0-0,1-0,1.0,1963630,,,45,1.0,1,Ad,Ruining Huang,Far,1.0,Body,-92.10944335,-241.6205326,,,,,,30.520237314069973,436.8330708659161,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,1st Serve In,Body,
0-40,0-0,1-0,,1964650,,,45,1.0,2,Ad,Ruining Huang,Far,,,,,,,,,,-107.3535433,-434.7348699,Down the Line,Forehand,,,,,,,,,,-62.89003171,456.7590332456083,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Long
0-40,0-0,1-0,,1967349,,,45,1.0,4,Ad,Ruining Huang,Far,,,,,,,,,,-44.14501312,-410.5130632,Down the Line,Backhand,,,,,,,,,,-40.59399059,422.3683562989944,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Deep
0-40,0-0,1-0,,1968750,,,45,1.0,5,Deuce,Ruining Huang,Far,,,,,,,,,,-49.8266951,543.9932797460007,Down the Line,Backhand,,,,,,,,,,-4.586630577,-453.2554735,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-40,0-0,1-0,,1969770,,,45,1.0,6,Ad,Ruining Huang,Far,,,,,,,,,,-49.71454506,-450.8827537,Down the Line,Forehand,,,,,,,,,,-85.20563211,358.0222112859043,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-40,0-0,1-0,,1971099,,,45,1.0,7,Deuce,Ruining Huang,Far,,,,,,,,,,-100.0271599,539.2087215657756,Down the Line,Backhand,,,,,,,,,,-73.28442695,-454.838703,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-40,0-0,1-0,,1972569,,,45,1.0,8,Ad,Ruining Huang,Far,,,,,,,,,,-87.46769466,-552.8536691,Crosscourt,Forehand,,,,,,,,,,111.64854549425554,391.4387521870244,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-40,0-0,1-0,,1973930,,,45,1.0,9,Ad,Ruining Huang,Far,,,,,,,,,,121.2586559491937,499.1380468063912,Crosscourt,Forehand,,,,,,,,,,-1.188905293,-366.7340496,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-40,0-0,1-0,,1975250,,,45,1.0,10,Ad,Ruining Huang,Far,,,,,,,,,,-35.0992126,-576.4774442,Down the Line,Forehand,,,,,,,,,,-38.82990486,244.9846128607658,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,8,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-40,0-0,1-0,,1976930,1.0,1976930.0,45,1.0,11,Deuce,Ruining Huang,Far,,,,,,,,,,-53.63937555,490.7650699909975,Crosscourt,Backhand,,,,,,,,,,81.499743,-530.6766678,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,8,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
0-0,1-0,1-0,1.0,2044930,,,46,,1,Deuce,Gianluca Ballotta,Far,1.0,T,45.37678805771934,-166.5327865,,,,,,1.7766786964120305,405.8391622920038,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,True,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,T,
0-0,1-0,1-0,,2046000,,,46,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,53.52726377949991,-518.464638,Down the Line,Forehand,,,,,,,,,,61.12498906383544,295.7048720470914,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,1.0,,,,,,Short
0-0,1-0,1-0,,2048000,,,46,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,55.88214676287577,490.1670002184694,Crosscourt,Forehand,,,,,,,,,,-50.12831365,-222.6989829,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-0,,2048760,,,46,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-69.60035542,-528.6318241,Crosscourt,Forehand,,,,,,,,,,31.196926946615555,359.5988571739175,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
0-0,1-0,1-0,,2050449,,,46,,5,Ad,Gianluca Ballotta,Far,,,,,,,,,,37.5288878,453.68474409425374,Crosscourt,Forehand,,,,,,,,,,-55.50986986,-277.5565453,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-0,1-0,1-0,,2051530,1.0,2051530.0,46,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-86.72011702,-559.1334208,Down the Line,Forehand,,,,,,,,,,-119.0158847,-164.3070101,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
15-0,1-0,1-0,1.0,2075530,,,47,,1,Ad,Gianluca Ballotta,Far,1.0,Body,-59.35776465,-153.4229057,,,,,,78.72094816268898,489.5689304459413,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,9,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Body,
15-0,1-0,1-0,,2076550,,,47,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-154.4515092,-519.6607776,Down the Line,Backhand,,,,,,,,,,-58.08407699,484.6182141292334,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Ruining Huang,,1.0,,,,,,Long
15-0,1-0,1-0,,2078729,,,47,,3,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-31.99675197,477.6075349953788,Crosscourt,Forehand,,,,,,,,,,108.14111985996163,-396.5402012,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,9,False,,Ruining Huang,Gianluca Ballotta,1.0,,,,,,,Deep
15-0,1-0,1-0,,2080350,,,47,,4,Deuce,Gianluca Ballotta,Far,,,,,,,,,,141.2939741906532,-476.5997539,Crosscourt,Backhand,,,,,,,,,,-103.6875,276.4815890199797,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,9,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
